Otu,Domain,Phylum,Class,Order,Family,Genus,Species
Otu1380,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,na
Otu1384,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,na
Otu1385,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na
Otu1390,Bacteria,na,na,na,na,na,na
Otu1388,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,na
Otu1389,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1386,Bacteria,Firmicutes,Clostridia,Clostridiales,Gottschalkiaceae,Gottschalkia,na
Otu1393,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla,na
Otu1387,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Seinonella,na
Otu1394,Bacteria,na,na,na,na,na,na
Otu1391,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,na
Otu1395,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,na
Otu1392,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,na
Otu1397,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,na
Otu1403,Bacteria,na,na,na,na,na,na
Otu1396,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,na
Otu1399,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na,na
Otu1398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,na
Otu1401,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1404,Bacteria,na,na,na,na,na,na
Otu1400,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,na,na
Otu1402,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,na
Otu1405,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1406,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Seinonella,na
