Otu,Domain,Phylum,Class,Order,Family,Genus,Species,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
Otu16,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,0.008207696,1.9056996e-10,3.461266e-10,0.00028179056,0.0028337094,9.712295e-10,0.0022370033,0.007653486,4.1941328e-10,6.7447264e-10,1.1511728e-09,4.590758e-10,0.00085347064,0.0054771216,0.0028695057,0.0018322882,2.6436117e-10,2.8724993e-05,0.0002923261,1.1138467e-09,0.0005485063,0.0011424294,1.3561039e-09,0.0017078432,0.00015442524,9.220148e-09,9.64484e-05,1.1466417e-08,0.0009945851,0.007872529,0.0006408107,0.015084963,0.0035249249,0.0050747795,0.00023023621,0.002575301,1.2764016e-08,0.0047417926,0.012694078,3.0129874e-07,0.0060781357,0.004914656,0.0016640761,0.89237016,0.0004242796,0.00617924,7.573657e-10,0.0011753363,0.022400215,5.8329425e-10,2.0264693e-05,0.0030536242,2.9476768e-09,0.017963596,0.0026494542,1.2027591e-05,9.5911425e-08,0.02340896,6.0899596e-10,0.0037701589,0.0062447074,0.0008678316,7.251102e-10
Otu40,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,7.3474493e-10,2.8377029e-10,1.7693193e-10,6.068609e-10,4.152885e-10,6.997213e-10,0.7781887,0.017274227,4.590479e-10,1.4680954e-09,2.095435e-09,0.002776451,6.48971e-10,7.094443e-10,5.3261073e-10,2.7056032e-10,3.9157483e-10,4.99759e-10,0.0043071397,3.950363e-08,3.477546e-10,0.00025035065,2.7625696e-10,0.0020399399,4.621501e-10,0.020644112,3.4384173e-10,8.205577e-10,5.4885774e-10,1.3919668e-09,0.0030675398,0.006340684,9.925107e-10,2.905607e-10,0.0060088923,0.0035786193,3.931492e-10,0.016806282,2.669079e-08,0.015157105,0.0067043165,1.6871605e-05,0.00022971476,1.5605275e-09,2.2773798e-09,5.4283533e-05,8.175733e-10,1.353161e-10,4.8942433e-10,4.715883e-10,0.008699938,9.678666e-10,0.0074777445,0.0012777703,6.7192596e-10,0.00038882997,4.5279908e-10,6.998375e-10,5.3239285e-10,1.0153536e-09,0.00070055923,0.018289538,0.0029901534
Otu21,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na,3.7794403e-09,2.493982e-10,2.1320987e-10,0.0017561001,0.00049725774,0.0012971137,0.00082850584,0.018957766,4.541881e-10,0.0054612085,2.071718e-09,0.0027351347,0.00021628522,0.8726387,1.4492143e-09,0.00040154372,4.2964268e-10,3.8333146e-09,0.0025519053,0.006117395,0.003635333,1.4510249e-09,0.03671774,5.953832e-10,5.020845e-09,0.0013872932,3.4382402e-10,0.00099008,7.52019e-10,0.015043362,1.2943151e-07,0.019563602,0.00887783,0.0071802703,3.1229717e-09,0.012687803,0.0046367715,0.002013123,0.00014914242,0.0015501932,0.00084523996,5.0472276e-10,0.0099411355,0.006595342,1.7910579e-09,5.8187116e-10,0.00088148797,0.03867523,2.9732251e-05,0.00080280966,3.3986314e-10,0.0014090645,0.015847662,0.024515366,3.6935355e-05,0.011390393,2.181865e-09,0.0034459406,5.1922344e-10,0.010699776,0.0002523914,0.005438003,0.005795759
Otu67,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,5.744157e-10,2.115683e-10,4.8227544e-10,0.0019083121,0.004621073,0.005354788,0.016248198,0.0017487037,0.00053507084,0.003898681,0.0001253997,4.538694e-10,5.9300953e-10,1.1471973e-08,4.2231618e-10,3.92423e-10,0.00019359443,0.009303944,5.9275482e-09,0.00072762836,0.00018829557,0.00021185314,0.0002838657,4.252335e-10,3.973048e-10,0.0048051826,5.078008e-10,0.004454973,0.0011172491,8.966961e-09,3.3694328e-10,0.0008258195,7.549774e-10,0.024976095,2.9389396e-10,0.00033175488,2.0915405e-09,5.1588744e-10,0.0003093257,0.0019412419,0.00028537354,7.094352e-10,0.0030306713,0.0006854676,0.0057074092,0.0005794524,0.000895132,0.0031984881,3.4617717e-10,4.7158566e-10,0.00019992165,0.00047238413,0.001633881,7.670738e-05,5.5144017e-10,4.605488e-05,0.002056676,0.005022433,6.1413885e-10,0.00082586263,0.00047213712,0.004656762,0.006128458
Otu29,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,na,5.748651e-10,9.109643e-05,2.1578126e-09,0.0011368877,0.0012680652,2.7208276e-09,1.2141647e-09,7.2249995e-10,6.4245087e-10,4.8584614e-10,0.006607693,4.992791e-10,5.8563593e-10,0.0023508891,2.7607697e-08,0.00043854845,3.0836175e-10,5.191658e-10,1.8248167e-09,0.0017891044,0.7988067,4.7670445e-10,0.005625349,0.00037626174,0.00018882296,9.66541e-10,3.6273864e-10,0.00065510446,8.658063e-10,4.1599656e-06,3.416128e-10,1.5517153e-09,0.001916938,2.5843117e-09,2.58928e-10,4.975226e-10,0.0028540408,4.689984e-10,0.003130591,9.387674e-10,7.3653383e-10,4.828174e-10,8.0046e-10,8.212321e-10,9.814843e-10,4.2154324e-10,7.424181e-10,2.453775e-10,0.00039071537,0.008677247,3.709571e-10,8.8860136e-10,1.3430453e-09,6.986921e-10,4.9677185e-10,2.9907932e-10,4.83207e-10,8.730858e-10,6.0996896e-10,1.0937458e-09,0.0048254095,1.3475017e-09,8.4567253e-10
Otu6,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes,0.0060865097,7.40022e-05,8.32341e-10,0.012392207,0.38495874,0.0032598632,4.6023905e-09,0.0036996587,0.0029731926,0.0028499337,1.6777858e-09,0.011505227,2.1604729e-08,0.018763406,4.8684597e-05,0.98306954,3.489894e-10,1.8527437e-09,4.3281094e-09,2.5897662e-09,0.017989181,0.0039017817,0.060737837,0.01553746,0.00018128293,0.0029964573,0.00083739666,0.00043046277,1.0414813e-09,0.09003931,1.5546051e-09,0.0012593217,1.9930881e-07,0.3484148,0.012157882,3.780353e-08,0.032075107,0.008047124,1.03091145e-08,0.002170395,0.010449003,0.0014348758,0.0025580851,0.023394478,0.0074305586,0.28731564,0.013507903,0.057972446,0.00017656555,0.004735421,3.9446327e-10,0.022747098,0.0044474145,0.01578198,0.0006588321,0.44543856,0.018069139,0.0014349298,6.101668e-10,0.010583943,0.059032723,0.00027156694,0.0010353037
Otu3,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,na,0.6495866,7.135958e-10,1.3561192e-09,0.018976104,8.7066515e-10,0.0043449653,2.4871179e-08,8.0927265e-10,6.5112077e-10,6.7027267e-10,7.0096773e-10,0.024674132,0.013006361,2.4267832e-08,5.7448307e-10,6.3327904e-10,0.99892706,5.388687e-10,5.1248485e-09,5.1018867e-10,0.007988006,0.033284932,5.2817195e-06,0.022426823,0.41365317,1.4293134e-09,0.033949967,3.8756722e-09,0.018547159,2.092149e-10,0.0049587977,1.7064247e-09,0.0018118406,9.0324215e-10,0.037743397,0.0032885638,0.0011087335,0.0033411346,3.5691503e-08,0.020225698,0.0033509994,0.031446397,1.5438689e-09,0.0023131634,3.4699943e-09,0.5816874,0.14842002,1.3531506e-10,0.656506,0.037513167,0.0066480744,8.975202e-10,9.723446e-10,0.01955511,0.014054909,1.5518635e-10,0.001198174,0.039943602,6.659209e-10,0.010577741,1.231885e-09,1.2374406e-09,7.4323965e-09
Otu104,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,na,5.735727e-10,1.8146859e-10,2.0418062e-10,7.9211954e-10,0.0023038993,5.8865146e-10,0.0055383127,0.00274875,4.675182e-10,5.9959093e-10,0.00014756543,2.4276626e-06,5.8952365e-10,0.00090484193,4.6640153e-10,3.3442063e-10,2.4646576e-10,3.5880238e-10,0.0015731852,3.0054996e-09,2.1599136e-09,0.0014479164,1.3443218e-09,6.283944e-10,3.5789727e-10,0.00073025393,3.4384173e-10,0.012876093,0.0002730543,0.00039311632,3.409183e-10,0.012792492,5.0850235e-10,3.0286804e-10,0.0009111639,0.0032730855,4.5193663e-10,0.00017959451,0.00064818806,8.0861845e-10,2.7806042e-09,0.0016460952,1.2637901e-09,5.457172e-10,2.0159774e-09,5.17221e-10,0.0005503416,0.0005148563,3.5633472e-09,4.3658155e-10,0.005693022,0.008646871,0.010227214,0.0015059124,4.5051554e-10,1.7548331e-10,4.6603504e-10,2.1049779e-08,6.0996896e-10,0.0076690414,0.0004146484,0.016066328,0.0024462906
Otu39,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na,0.01326541,1.8312616e-09,1.878193e-10,0.0020383166,0.0063653933,8.1469204e-10,0.00027815194,0.0074254237,4.5658885e-10,6.2894867e-10,4.0016648e-10,1.678762e-09,6.611034e-10,5.0349973e-09,5.0391763e-10,4.641147e-10,2.5166408e-10,4.0981757e-10,0.0022112036,3.6377695e-10,3.8889808e-10,0.0026412688,8.35299e-05,0.0029630777,6.7011596e-10,0.00012097554,3.4384173e-10,8.5237134e-10,3.7376055e-10,1.5870768e-05,3.4347616e-10,0.011492983,0.0011541911,0.00010957269,0.017670618,0.0009834495,1.3532052e-05,0.0032265396,0.0039955974,0.0023639775,1.698363e-08,6.754542e-10,0.0018161592,3.4889315e-08,0.0021531505,9.152918e-09,8.8446504e-05,0.00017711974,0.014126699,2.657762e-06,0.01602897,8.874835e-10,0.007849792,0.76701105,9.721183e-10,0.00028974432,0.0072518643,7.1416895e-10,6.0996896e-10,0.006765698,0.0024769283,0.0057898434,1.6086105e-09
Otu10,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Faecalibaculum rodentium,5.6620963e-10,2.9616942e-10,2.3007098e-10,6.2260685e-10,3.9413126e-09,1.2608719e-09,8.34634e-09,1.1276774e-09,4.5415952e-10,0.0015780325,8.98616e-10,4.52093e-10,5.8883365e-10,0.010797308,1.3389118e-09,3.4242367e-10,2.5290461e-10,2.1226787e-09,0.0015579747,0.93079287,1.1782509e-09,6.253208e-10,0.030453943,6.511761e-10,3.5662368e-10,2.3368765e-09,3.4376763e-10,8.4338464e-10,5.263033e-10,0.11838233,0.0035367778,2.568026e-09,6.797068e-10,0.0074775056,2.8887934e-10,2.1918758e-09,2.7217397e-09,4.7407356e-10,0.0003765357,0.0071602315,0.00041189604,4.849716e-10,5.7509425e-07,1.968681e-09,0.00016868711,3.8875442e-10,7.604373e-10,0.14319314,3.6150305e-10,5.0980353e-10,2.9829025e-10,1.110507e-09,6.977181e-09,1.1446857e-09,9.0801355e-10,0.28721386,4.5279908e-10,7.2814765e-10,0.00036537414,8.4587787e-10,0.003470389,2.337653e-08,1.1000928e-09
Otu52,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,na,3.9607366e-09,2.1778805e-10,1.7552121e-10,0.0013991948,4.858688e-10,0.0109907705,0.0016585817,5.291319e-10,4.541881e-10,0.0023466737,2.583838e-09,3.8039563e-10,6.329541e-10,6.5004e-10,4.417823e-10,4.3826154e-10,2.8645167e-10,3.919648e-09,0.0063925926,8.0893e-10,4.2320503e-10,7.0523754e-10,5.320454e-10,0.0007670448,5.078961e-10,0.0021566306,3.5790182e-10,6.1465605e-10,1.4619911e-09,3.4352998e-10,1.4246389e-09,0.007751297,7.2731634e-09,2.3945818e-10,0.0061032157,0.00013300825,9.076942e-05,0.0014389082,0.009617125,0.00047454095,0.004201638,4.858817e-10,4.5046195e-06,0.002240971,0.005044609,3.965913e-10,7.6135304e-10,1.1423489e-05,3.2256449e-09,4.715883e-10,0.0070060566,8.384993e-10,0.01346105,0.003530137,0.0006908245,0.00012096478,4.8713156e-10,5.795e-10,4.6524254e-10,0.005655832,0.0040727323,0.012106615,3.497295e-07
Otu2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,na,4.857525e-10,3.20719e-10,0.9956392,0.0002739545,0.0011449379,1.0786229e-09,0.00035479764,5.726938e-09,0.03510242,1.4827769e-09,7.6546547e-10,0.00079806335,0.0022924445,1.6693022e-08,0.019525593,6.916806e-10,0.00039516581,0.003418373,2.6595985e-09,0.011967962,0.05478002,3.0164016e-09,0.41340724,0.0025714308,4.658272e-10,1.1449511e-09,7.2834943e-09,3.3159233e-09,0.00019542003,0.15194917,0.018386533,2.8971285e-09,0.012592995,0.4912982,0.0012089993,8.181916e-10,0.097324744,0.012100493,2.4103016e-05,7.926503e-10,7.5072554e-10,0.0008609682,3.9266183e-07,9.2461436e-05,0.0037111733,0.00072565966,0.0006197898,0.026644621,0.01570968,6.9784967e-10,0.0054022186,0.0023288224,1.0972286e-09,7.2569517e-10,0.00024621023,0.005208971,0.00085230055,2.4855838e-08,7.691957e-10,9.676586e-10,0.00027177518,2.0196473e-09,0.035151545
Otu30,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,5.6620963e-10,8.3088016e-05,4.0171383e-10,5.090193e-10,5.986077e-10,0.0013950926,5.299669e-07,0.0006190677,4.541881e-10,5.0125226e-10,1.4211163e-08,0.00075422827,0.004133817,6.358653e-10,4.610786e-10,2.8732358e-10,2.3314933e-10,4.0244863e-10,0.0009605295,1.3952658e-09,3.4753378e-10,5.8585714e-09,5.9701535e-05,2.023501e-09,0.0008288501,6.663135e-10,0.001988874,2.0406225e-05,2.9379243e-10,2.1564334e-10,0.93614435,0.0007585001,7.21521e-10,2.2611932e-10,2.8889474e-10,2.824513e-09,4.7813464e-05,4.7287607e-10,0.00051525404,1.1174963e-09,5.8120695e-05,5.25964e-10,0.0014748607,6.1146815e-10,1.0039722e-09,3.883957e-10,7.428204e-10,1.7668417e-10,0.0019821557,5.1696425e-10,3.2135644e-10,0.0012421184,0.0019035348,7.211089e-10,0.0046959626,1.5518635e-10,5.861477e-10,0.00080185605,6.0996896e-10,8.5908874e-10,0.0014207256,0.00490528,0.00018186528
Otu83,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,5.720475e-10,2.3172365e-10,1.7760511e-10,5.1566523e-10,4.7406457e-10,8.316864e-10,0.00027972023,4.8167903e-10,4.2117046e-10,4.2753848e-10,0.00019070633,4.4962842e-10,5.8883365e-10,7.361269e-10,5.2677683e-06,3.6872602e-10,2.1665524e-10,4.0251083e-10,0.022072604,0.0015789161,3.477546e-10,5.058982e-10,9.1000407e-10,5.174772e-10,2.7345792e-10,6.980708e-10,3.4384173e-10,1.2427025e-06,3.9157816e-10,2.1591744e-10,3.4273276e-10,0.0037792644,5.023874e-10,2.3779462e-10,2.9589803e-10,6.5943984e-10,3.9413275e-10,6.779238e-05,0.0001746209,7.438084e-10,8.0660073e-10,4.82892e-10,0.00032521426,5.4707516e-10,2.090621e-05,0.0002855974,7.428204e-10,1.353161e-10,3.681707e-10,4.715883e-10,0.0031402037,4.7621884e-09,0.0057172836,7.0400547e-10,4.7518894e-10,1.5518635e-10,4.5279908e-10,5.9803446e-10,6.0996896e-10,0.004969797,2.271372e-05,0.00076667784,0.0022126357
Otu54,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,6.124895e-10,2.3631427e-10,2.2836329e-10,0.00044181396,5.111391e-10,0.004054853,0.021429025,0.004082106,4.6696036e-10,0.00010553105,9.0185953e-10,4.0205228e-10,7.746852e-10,0.00013375924,0.005041507,3.3374264e-10,2.2633281e-10,4.674866e-10,0.01580737,0.0005377899,3.4825043e-10,0.0010960551,0.00013648118,0.00024731847,4.806499e-10,0.003962985,3.4384173e-10,0.00041293143,7.48647e-05,0.00018895982,2.849093e-10,0.05114517,0.00085566967,2.550901e-10,4.0225365e-10,0.010394001,4.2716422e-10,4.62445e-05,0.00077795406,0.004936234,0.00048082194,7.999384e-10,0.002054513,9.487399e-10,5.453905e-09,0.00067744567,2.8017977e-09,5.7953373e-05,7.6139267e-10,0.0018017214,0.00066292234,0.010465593,0.16153511,2.4320836e-09,3.8227685e-10,2.6939598e-10,2.642314e-09,0.0010640392,5.8445715e-10,0.035332397,0.0021561433,0.012155209,0.0011652249
Otu41,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na,0.0039103585,4.3349795e-05,2.0447485e-10,1.4012048e-09,0.054161135,0.00024169988,0.00088397175,0.0027739427,4.2146298e-10,6.530421e-10,3.7753548e-10,3.7896467e-10,0.024784919,0.0014775922,4.9265987e-09,4.91372e-10,2.5067623e-10,8.7569174e-10,0.0006675263,9.68844e-10,0.0017351044,0.0019862,0.0005094499,0.0018978838,1.6673423e-05,0.0028071103,3.4446074e-10,0.012402578,0.00015669875,0.014512855,3.4519754e-10,0.00020655512,0.008449878,0.00088698074,0.0026922615,0.010011716,0.00048425642,0.0012664462,0.0021421113,0.0018523947,0.0013602899,0.00273141,0.0019192667,6.476821e-10,2.568608e-09,0.0015717342,7.426985e-10,0.0032613114,2.6286806e-09,4.5847698e-10,8.356075e-05,0.014552783,0.004230914,0.0001628545,1.06948574e-08,2.692552e-10,0.005929661,0.8358314,6.1311595e-10,1.5012365e-09,0.0058203326,0.013943642,0.0066736685
Otu1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na,5.390695e-06,0.99904174,2.3048649e-10,0.013391928,1.4041374e-08,0.015927333,0.008285869,0.008969028,2.897246e-09,6.9593054e-10,7.5427675e-10,2.8007465e-09,0.009792823,1.4504007e-08,6.6210437e-10,3.4608755e-10,5.150218e-10,0.017642865,0.0042305724,8.551291e-10,0.038467348,0.02965749,2.610091e-10,0.03299593,0.5432475,1.1653241e-09,0.090862975,0.0009167879,0.0049852333,5.9576927e-10,4.2708323e-10,0.002426749,0.019660907,2.4331537e-10,0.16069561,0.002107144,0.016860543,4.507899e-09,0.0009807141,0.0048163366,0.010858843,0.15657252,0.0070306603,1.170687e-08,0.024074329,0.0009709232,0.006107027,1.353161e-10,0.008638711,0.02383935,0.67799854,0.014965386,0.009862015,0.013958301,0.6931525,1.9089921e-10,0.011438308,0.0027772335,7.43888e-10,0.003998096,0.24910222,0.011590257,0.0076970486
Otu76,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,na,5.7153055e-10,1.8907252e-10,1.5358571e-10,5.857782e-10,5.145922e-10,6.0844947e-09,0.0034346147,0.005818643,4.541881e-10,7.1120665e-10,1.6361653e-05,3.829516e-10,5.8883365e-10,0.00044006694,4.1370335e-10,2.6824443e-10,3.0792507e-10,4.2556775e-10,0.33551058,6.365247e-05,3.477546e-10,7.499185e-10,3.3240616e-10,0.00020289225,3.5748177e-10,0.0126037,3.5991854e-10,0.00039426718,3.9525197e-10,2.1493499e-10,2.875762e-07,0.020856315,5.5210675e-10,0.0002257604,0.0010270526,0.005642913,4.6450288e-10,6.2837374e-10,2.4425843e-05,0.017569352,0.0018088694,4.82892e-10,0.00010219511,0.0005585558,0.0012345227,3.8932876e-10,7.7496987e-10,1.353161e-10,1.5508255e-09,4.7158744e-10,0.006011671,0.0028970917,0.02037024,0.00051756034,4.6377505e-10,1.5626693e-10,5.3417937e-10,5.505192e-10,6.0996896e-10,0.0012538148,0.0016916599,0.0125636505,1.7957265e-05
Otu93,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,0.00027165536,1.7353743e-10,5.1677973e-10,6.18026e-09,0.0027650506,0.011938569,0.0013237726,1.5343711e-09,4.6528e-10,7.098515e-06,0.0012056058,8.9471147e-10,5.8815797e-10,1.2534509e-09,4.4824924e-10,3.7946102e-10,4.052195e-10,0.00130787,1.09498245e-07,0.004226448,3.402202e-10,9.477038e-10,0.0027127487,0.00031249734,3.4489483e-10,0.0023169373,3.4453498e-10,0.0010903241,0.00032314972,0.0052129272,0.00090928556,0.010732769,0.00069292594,2.8729774e-10,3.2050151e-10,0.0046303025,0.0010470947,0.00011297443,0.0003921061,2.9282388e-05,7.557741e-10,4.831555e-10,0.0004495807,5.4669863e-10,0.009001045,1.3456926e-09,7.608769e-10,0.0012615742,4.3314802e-10,3.1151142e-09,9.948137e-05,3.1991403e-09,0.00029694423,0.0009945863,0.002086816,0.008167123,4.5279908e-10,0.00088544283,6.1970573e-10,1.5196253e-09,6.0776856e-10,0.00094955,5.2074345e-10
Otu63,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,0.0046384097,2.5297997e-10,1.8107593e-10,3.324558e-05,4.741984e-10,0.011626156,0.002007488,5.299935e-10,0.0001870224,5.161113e-10,3.1257388e-10,0.00033290967,6.668759e-10,0.0011863692,4.075032e-10,2.713179e-10,2.4364682e-10,4.016557e-10,0.0013561373,3.4405268e-10,3.6470654e-10,9.571903e-06,3.2193462e-10,2.316608e-09,0.00074223883,7.99628e-10,3.4384173e-10,5.963498e-10,3.553255e-10,2.1505964e-10,3.4273276e-10,0.0027392374,5.023874e-10,2.5559171e-10,0.064097844,9.756285e-10,3.2372147e-05,0.005751962,1.0515552e-08,0.0020123024,2.0331155e-09,5.7629496e-10,9.464594e-10,5.090478e-10,0.003845127,4.0481388e-10,1.3695223e-09,1.353161e-10,4.8656873e-10,4.861064e-10,0.008104572,0.00025039763,1.0838189e-09,7.166525e-10,6.4771866e-10,1.5549745e-10,4.5279908e-10,6.089671e-10,6.107606e-10,0.0018051871,1.9681787e-09,1.3609615e-09,7.224816e-10
Otu194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na,0.011537152,3.0502637e-10,1.8043331e-10,0.0018619245,2.4061316e-08,0.0018983078,1.2363232e-09,0.000808887,3.9583495e-10,3.9352152e-10,2.7606548e-10,3.1713259e-09,0.0005695947,6.484685e-10,4.3333995e-10,0.00020360913,4.233029e-10,3.9058626e-10,1.7980648e-09,3.435196e-10,9.388981e-10,4.8102744e-10,2.595669e-10,2.9241916e-09,0.0008785741,6.737808e-10,3.7839837e-10,7.2941825e-10,0.0009238048,1.3289537e-09,3.4273276e-10,1.43032e-09,1.3386525e-09,2.4582783e-10,1.3419494e-09,5.2003557e-10,0.001958768,4.7396326e-10,8.851673e-09,7.302389e-10,0.003728778,0.00094272074,9.367326e-10,6.3349237e-10,1.0009111e-09,0.0012720617,7.58955e-10,1.353161e-10,7.637334e-05,0.83609706,9.2994307e-10,3.5176556e-05,1.0969503e-09,0.0011507298,1.3320219e-09,1.5518635e-10,0.0021459167,2.5648851e-05,6.0996896e-10,0.00047333576,5.3012233e-10,1.3471804e-09,1.2648016e-09
Otu8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,na,4.0869157e-09,4.1596213e-10,4.84969e-10,0.01231383,0.00050325197,0.0033758315,0.017565567,6.0304295e-10,0.000564798,0.9315464,3.4633174e-10,9.2877656e-10,5.870898e-10,5.5908576e-08,5.5217575e-10,2.9993685e-10,2.443086e-10,4.0892587e-10,0.010311132,4.6565246e-10,3.4343642e-10,8.958456e-09,1.48191375e-05,1.5727721e-09,7.085116e-10,0.0046979706,7.9391764e-05,2.0158022e-09,8.827211e-10,2.5918245e-10,4.504624e-09,0.027543148,0.0007379718,2.4302085e-10,0.03018149,0.0054520587,0.0016207059,0.005141854,0.009898627,0.0138356555,0.010787042,0.009312149,0.00012505728,0.0018216514,0.002344876,0.0023982183,0.009923392,8.248662e-10,9.607756e-10,5.4031885e-10,0.002366893,0.0001304068,0.10010621,0.002520392,0.0022992473,3.5197836e-10,0.0026520968,4.7147375e-09,0.39778417,0.0039236103,0.23967285,0.013960944,7.473261e-10
Otu66,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,na,0.00057247386,1.5551459e-05,0.000663599,0.006092429,6.222422e-10,0.0011282634,2.0043254e-09,0.004692804,0.0003779017,0.0015408527,2.2707229e-10,0.005466382,0.005209259,0.021407183,4.5453585e-10,0.001985833,2.929389e-10,5.855727e-10,0.003881858,0.000119701865,0.0020503912,0.0027274555,0.00364496,0.001133815,3.8144427e-10,0.0041878447,0.00049009087,6.191425e-10,0.00039068522,0.00031228052,0.0016684495,0.027485989,5.3702204e-10,2.4989155e-10,0.0026899225,0.005123628,4.1505137e-09,0.0021108587,0.325748,0.0058483207,1.599565e-09,4.828791e-10,0.0044245105,5.4899646e-10,0.00084249664,0.003875124,0.00029699987,0.001134273,3.5930883e-10,0.0002614968,0.005631719,0.0024193816,0.01047873,0.0014814509,1.0783359e-09,2.2845553e-10,0.0025569468,0.0056504854,6.3806166e-10,0.002743745,0.00038111434,0.017099936,0.0005739003
Otu34,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII,na,0.01607832,2.4856444e-09,0.00061814714,0.001340112,0.04637772,0.00024473257,1.3848301e-09,2.5705733e-09,1.5616538e-07,4.240819e-10,1.0509995e-09,6.904482e-05,0.0013451041,0.0005184804,1.5573184e-08,7.750593e-10,3.4400766e-10,6.5740335e-10,1.7573812e-09,1.1991396e-07,0.010848882,0.0039841235,0.00020130811,0.00034791286,5.6688794e-05,7.8110907e-10,3.4384173e-10,1.3484295e-09,0.00015955516,7.322931e-10,9.240908e-10,2.8904446e-09,0.8406948,2.833144e-10,0.0009408264,0.0062160455,0.00031748676,5.8185834e-10,1.5803253e-07,0.00024673474,6.775494e-09,0.00096377014,1.5013606e-09,0.0015499151,1.0025619e-09,3.216668e-05,7.519063e-10,0.0005942077,2.6548884e-08,6.1362115e-10,3.0935446e-10,0.0064024357,1.1045717e-09,6.986894e-10,2.7260716e-09,0.0012239635,4.5577628e-10,0.0017070468,5.82012e-10,8.336441e-10,0.0004265481,1.413935e-09,0.016991371
Otu31,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalicatena,na,0.00048981817,2.1133599e-10,1.8173955e-10,0.00056735496,6.464917e-10,0.00027980728,0.0025199982,0.0136862025,7.5824064e-10,1.1594822e-09,3.0620734e-10,0.0039664917,6.8040895e-10,8.8686725e-10,1.6882387e-09,6.1204275e-10,1.7992209e-10,4.3989823e-10,2.7304647e-09,6.398675e-10,3.9675455e-10,4.4646295e-10,2.2253965e-09,5.8916444e-10,4.3009316e-10,0.0028933724,3.593046e-10,0.0011304793,4.3592724e-10,3.4991018e-10,0.0011940142,7.1943953e-09,5.964849e-10,2.9718175e-10,0.00039483001,0.00080087234,3.899536e-10,0.0003363977,9.193703e-09,0.82839674,1.0160707e-09,6.460922e-10,0.0012952554,3.75458e-09,0.005658936,0.00755143,3.0155205e-09,0.0002044152,0.0072420044,8.1196766e-10,4.686941e-10,1.3001182e-09,0.0069352617,0.018451413,8.726254e-10,4.5848877e-10,4.5279908e-10,1.9636362e-05,4.4116047e-10,0.0003567357,0.0014369033,0.0031684649,0.0002703319
