Otu,Domain,Phylum,Class,Order,Family,Genus
Otu746,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu749,Bacteria,Proteobacteria,na,na,na,na
Otu751,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu750,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu748,Bacteria,na,na,na,na,na
Otu752,Bacteria,na,na,na,na,na
Otu754,Bacteria,na,na,na,na,na
Otu757,Bacteria,na,na,na,na,na
Otu753,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu755,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu762,Bacteria,na,na,na,na,na
Otu761,Bacteria,na,na,na,na,na
Otu756,Bacteria,Proteobacteria,na,na,na,na
Otu758,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu763,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Otu759,Bacteria,na,na,na,na,na
Otu766,Bacteria,na,na,na,na,na
Otu764,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu760,Bacteria,Firmicutes,na,na,na,na
Otu770,Bacteria,na,na,na,na,na
Otu769,Bacteria,Firmicutes,na,na,na,na
Otu767,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu771,Bacteria,Firmicutes,Bacilli,na,na,na
Otu765,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII
Otu768,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu775,Bacteria,Proteobacteria,na,na,na,na
Otu773,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu774,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu776,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
Otu780,Bacteria,na,na,na,na,na
Otu779,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu777,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu781,Bacteria,Firmicutes,Bacilli,na,na,na
Otu772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,na,na
Otu782,Bacteria,na,na,na,na,na
Otu778,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu785,Bacteria,na,na,na,na,na
Otu786,Bacteria,na,na,na,na,na
Otu784,Bacteria,na,na,na,na,na
Otu783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella
Otu787,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu791,Bacteria,na,na,na,na,na
Otu789,Bacteria,na,na,na,na,na
Otu788,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes
Otu792,Bacteria,na,na,na,na,na
Otu790,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
Otu794,Bacteria,na,na,na,na,na
Otu797,Bacteria,Proteobacteria,na,na,na,na
Otu799,Bacteria,na,na,na,na,na
Otu793,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu798,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,na
Otu802,Bacteria,na,na,na,na,na
Otu796,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu795,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu800,Bacteria,Firmicutes,na,na,na,na
Otu801,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu804,Bacteria,na,na,na,na,na
Otu805,Bacteria,na,na,na,na,na
Otu809,Bacteria,na,na,na,na,na
Otu808,Bacteria,na,na,na,na,na
Otu803,Bacteria,Firmicutes,Bacilli,na,na,na
Otu806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu810,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu813,Bacteria,Proteobacteria,na,na,na,na
Otu812,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu807,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII
Otu815,Bacteria,na,na,na,na,na
Otu816,Bacteria,na,na,na,na,na
Otu811,Bacteria,Firmicutes,Bacilli,na,na,na
Otu814,Bacteria,Bacteroidetes,na,na,na,na
Otu818,Bacteria,na,na,na,na,na
Otu817,Bacteria,Firmicutes,na,na,na,na
Otu822,Bacteria,na,na,na,na,na
Otu823,Bacteria,na,na,na,na,na
Otu819,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu821,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu820,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu826,Bacteria,na,na,na,na,na
Otu827,Bacteria,na,na,na,na,na
Otu824,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu829,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu831,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
Otu825,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu828,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas
Otu832,Bacteria,na,na,na,na,na
Otu830,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu836,Bacteria,Firmicutes,na,na,na,na
Otu833,Bacteria,Bacteroidetes,na,na,na,na
Otu835,Bacteria,Bacteroidetes,na,na,na,na
Otu834,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,na
Otu841,Bacteria,na,na,na,na,na
Otu838,Bacteria,na,na,na,na,na
Otu845,Bacteria,Firmicutes,Bacilli,na,na,na
Otu840,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu844,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu843,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu839,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
Otu842,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu846,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
Otu837,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu847,Bacteria,na,na,na,na,na
Otu851,Bacteria,na,na,na,na,na
Otu849,Bacteria,na,na,na,na,na
Otu852,Bacteria,na,na,na,na,na
Otu848,Bacteria,Firmicutes,na,na,na,na
Otu850,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu853,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu855,Bacteria,Proteobacteria,na,na,na,na
Otu857,Bacteria,na,na,na,na,na
Otu856,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu859,Bacteria,na,na,na,na,na
Otu854,Bacteria,Firmicutes,na,na,na,na
Otu860,Bacteria,na,na,na,na,na
Otu862,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
Otu864,Bacteria,na,na,na,na,na
Otu861,Bacteria,Firmicutes,na,na,na,na
Otu863,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia
Otu858,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu867,Bacteria,na,na,na,na,na
Otu865,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu868,Bacteria,na,na,na,na,na
Otu869,Bacteria,na,na,na,na,na
Otu870,Bacteria,na,na,na,na,na
Otu872,Bacteria,na,na,na,na,na
Otu866,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu873,Bacteria,Proteobacteria,na,na,na,na
Otu875,Bacteria,na,na,na,na,na
Otu877,Bacteria,na,na,na,na,na
Otu871,,,Bacteria,Acidobacteria,Acidobacteria_Gp16,Gp16
Otu876,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu878,Bacteria,Proteobacteria,na,na,na,na
Otu879,Bacteria,na,na,na,na,na
Otu881,Bacteria,na,na,na,na,na
Otu880,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Schlesneria
Otu885,Bacteria,na,na,na,na,na
Otu886,Bacteria,na,na,na,na,na
Otu883,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella
Otu882,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Otu874,Bacteria,Firmicutes,na,na,na,na
Otu887,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu884,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu888,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
Otu891,Bacteria,Firmicutes,Bacilli,na,na,na
Otu889,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Otu894,Bacteria,na,na,na,na,na
Otu892,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
Otu890,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu893,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu896,Bacteria,na,na,na,na,na
Otu898,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu897,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu900,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu902,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
Otu904,Bacteria,na,na,na,na,na
Otu903,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu895,Bacteria,na,na,na,na,na
Otu901,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu899,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
Otu905,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu908,Bacteria,na,na,na,na,na
Otu906,Bacteria,Firmicutes,Bacilli,na,na,na
Otu909,Bacteria,na,na,na,na,na
Otu910,Bacteria,na,na,na,na,na
Otu907,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
Otu911,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu913,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu917,Bacteria,Proteobacteria,na,na,na,na
Otu914,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu916,Bacteria,Proteobacteria,na,na,na,na
Otu918,Bacteria,Firmicutes,na,na,na,na
Otu920,Bacteria,Firmicutes,Bacilli,na,na,na
Otu915,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu919,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu922,Bacteria,na,na,na,na,na
Otu923,Bacteria,na,na,na,na,na
Otu921,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu926,Bacteria,na,na,na,na,na
Otu924,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
Otu925,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu928,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,na
Otu930,Bacteria,Bacteroidetes,na,na,na,na
Otu912,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
Otu927,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu932,Bacteria,na,na,na,na,na
Otu929,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu934,Bacteria,na,na,na,na,na
Otu933,Bacteria,na,na,na,na,na
Otu931,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu937,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu939,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu941,Bacteria,na,na,na,na,na
Otu940,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu944,Bacteria,na,na,na,na,na
Otu935,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu936,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
Otu942,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu943,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu945,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu947,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Otu938,Bacteria,na,na,na,na,na
Otu950,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu946,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu948,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu953,Bacteria,na,na,na,na,na
Otu951,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Otu949,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu952,Bacteria,Actinobacteria,Actinobacteria,na,na,na
Otu954,Bacteria,na,na,na,na,na
Otu955,Bacteria,na,na,na,na,na
Otu958,Bacteria,na,na,na,na,na
Otu959,Bacteria,na,na,na,na,na
Otu961,Bacteria,na,na,na,na,na
Otu960,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu963,Bacteria,na,na,na,na,na
Otu957,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu956,Bacteria,na,na,na,na,na
Otu962,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu964,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu965,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Otu967,Bacteria,na,na,na,na,na
Otu968,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,na,na
Otu973,Bacteria,na,na,na,na,na
Otu966,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu974,Bacteria,na,na,na,na,na
Otu971,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
Otu969,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu975,Bacteria,na,na,na,na,na
Otu970,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu976,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu979,Bacteria,na,na,na,na,na
Otu977,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia
Otu978,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu982,Bacteria,Proteobacteria,Alphaproteobacteria,na,na,na
Otu972,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu981,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga
Otu984,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu983,Bacteria,Firmicutes,na,na,na,na
Otu985,Bacteria,na,na,na,na,na
Otu987,Bacteria,na,na,na,na,na
Otu988,Bacteria,Proteobacteria,na,na,na,na
Otu989,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu986,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Couchioplanes
Otu994,Bacteria,na,na,na,na,na
Otu995,Bacteria,na,na,na,na,na
Otu993,Bacteria,Firmicutes,Bacilli,na,na,na
Otu990,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu991,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu997,Bacteria,na,na,na,na,na
Otu992,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu996,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu998,Bacteria,na,na,na,na,na
Otu999,Bacteria,na,na,na,na,na
Otu1001,Bacteria,na,na,na,na,na
Otu1000,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu1007,Bacteria,na,na,na,na,na
Otu1002,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu1005,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1004,Bacteria,na,na,na,na,na
Otu1008,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu1006,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1003,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1011,Bacteria,Proteobacteria,na,na,na,na
Otu1014,Bacteria,na,na,na,na,na
Otu1009,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1015,Bacteria,Firmicutes,na,na,na,na
Otu1013,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1012,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1010,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
Otu1017,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu1021,Bacteria,na,na,na,na,na
Otu1016,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1020,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio
Otu1022,Bacteria,na,na,na,na,na
Otu1019,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus
Otu1024,Bacteria,na,na,na,na,na
Otu1018,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu1023,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu1028,Bacteria,na,na,na,na,na
Otu1029,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1025,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1026,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu1027,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu1032,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu1034,Bacteria,na,na,na,na,na
Otu1031,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu1030,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetivibrio
Otu1033,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu1036,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu1037,Bacteria,Firmicutes,Clostridia,na,na,na
Otu1040,Bacteria,na,na,na,na,na
Otu1042,Bacteria,na,na,na,na,na
Otu1035,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1038,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
Otu1041,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu1039,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu1043,Bacteria,Firmicutes,Clostridia,Clostridiales,Vallitaleaceae,Vallitalea
Otu1045,Bacteria,na,na,na,na,na
Otu1044,Bacteria,na,na,na,na,na
Otu1048,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu1046,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1050,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter
Otu1053,Bacteria,na,na,na,na,na
Otu1049,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu1047,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1054,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu1051,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1052,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus
Otu1056,Bacteria,na,na,na,na,na
Otu1055,Bacteria,na,na,na,na,na
Otu1057,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu1060,Bacteria,na,na,na,na,na
Otu1059,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu1058,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu1061,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1062,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
Otu1063,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu1067,Bacteria,na,na,na,na,na
Otu1066,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
Otu1065,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu1068,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1069,Bacteria,Firmicutes,Clostridia,Clostridiales,Vallitaleaceae,Vallitalea
Otu1064,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1072,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu1073,Bacteria,na,na,na,na,na
Otu1070,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu1074,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter
Otu1071,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
Otu1075,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter
Otu1077,Bacteria,na,na,na,na,na
Otu1076,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu1081,Bacteria,na,na,na,na,na
Otu1080,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
Otu1078,Bacteria,Proteobacteria,na,na,na,na
Otu1079,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu1085,Bacteria,na,na,na,na,na
Otu1082,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu1083,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu1086,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1087,Bacteria,na,na,na,na,na
Otu1088,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu1089,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu1090,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
Otu1092,Bacteria,Firmicutes,Bacilli,na,na,na
Otu1093,Bacteria,na,na,na,na,na
Otu1091,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu1096,Bacteria,na,na,na,na,na
Otu1097,Bacteria,na,na,na,na,na
Otu1099,Bacteria,Firmicutes,na,na,na,na
Otu1094,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,na
Otu1098,Bacteria,Firmicutes,na,na,na,na
Otu1102,Bacteria,na,na,na,na,na
Otu1100,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu1095,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu1101,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu1103,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu1107,Bacteria,Firmicutes,na,na,na,na
Otu1104,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu1111,Bacteria,na,na,na,na,na
Otu1106,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium
Otu1108,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter
Otu1105,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia
Otu1110,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu1114,Bacteria,na,na,na,na,na
Otu1109,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu1117,Bacteria,na,na,na,na,na
Otu1112,Bacteria,Actinobacteria,Coriobacteriia,na,na,na
Otu1119,Bacteria,na,na,na,na,na
